Postcode;Plaatsnaam;Deelgemeente;Hoofdgemeente;Provincie
4350;Momalle;Ja;REMICOURT;Luik
4350;Pousset;Ja;REMICOURT;Luik
4350;REMICOURT;Neen;REMICOURT;Luik
4351;Hodeige;Ja;REMICOURT;Luik
4357;DONCEEL;Neen;DONCEEL;Luik
4357;Haneffe;Ja;DONCEEL;Luik
4357;Jeneffe;Ja;DONCEEL;Luik
4357;Limont;Ja;DONCEEL;Luik
4360;Bergilers;Ja;OREYE;Luik
4360;Grandville;Ja;OREYE;Luik
4360;Lens-Sur-Geer;Ja;OREYE;Luik
4360;OREYE;Neen;OREYE;Luik
4360;Otrange;Ja;OREYE;Luik
4367;CRISNÉE;Neen;CRISNÉE;Luik
4367;Fize-Le-Marsal;Ja;CRISNÉE;Luik
4367;Kemexhe;Ja;CRISNÉE;Luik
4367;Odeur;Ja;CRISNÉE;Luik
4367;Thys;Ja;CRISNÉE;Luik
4400;Awirs;Ja;FLÉMALLE;Luik
4400;Chokier;Ja;FLÉMALLE;Luik
4400;FLÉMALLE;Neen;FLÉMALLE;Luik
4400;Flémalle-Grande;Ja;FLÉMALLE;Luik
4400;Flémalle-Haute;Ja;FLÉMALLE;Luik
4400;Gleixhe;Ja;FLÉMALLE;Luik
4400;Ivoz-Ramet;Ja;FLÉMALLE;Luik
4400;Mons-Lez-Liège;Ja;FLÉMALLE;Luik
4420;Montegnée;Ja;SAINT-NICOLAS;Luik
4420;SAINT-NICOLAS;Neen;SAINT-NICOLAS;Luik
4420;Tilleur;Ja;SAINT-NICOLAS;Luik
4430;ANS;Neen;ANS;Luik
4431;Loncin;Ja;ANS;Luik
4432;Alleur;Ja;ANS;Luik
4432;Xhendremael;Ja;ANS;Luik
4450;JUPRELLE;Neen;JUPRELLE;Luik
4450;Lantin;Ja;JUPRELLE;Luik
4450;Slins;Ja;JUPRELLE;Luik
4451;Voroux-Lez-Liers;Ja;JUPRELLE;Luik
4452;Paifve;Ja;JUPRELLE;Luik
4452;Wihogne;Ja;JUPRELLE;Luik
4453;Villers-Saint-Siméon;Ja;JUPRELLE;Luik
4458;Fexhe-Slins;Ja;JUPRELLE;Luik
4460;Bierset;Ja;GRÂCE-HOLLOGNE;Luik
4460;Grâce-Berleur;Ja;GRÂCE-HOLLOGNE;Luik
4460;GRÂCE-HOLLOGNE;Neen;GRÂCE-HOLLOGNE;Luik
4460;Hollogne-Aux-Pierres;Ja;GRÂCE-HOLLOGNE;Luik
4460;Horion-Hozémont;Ja;GRÂCE-HOLLOGNE;Luik
4460;Velroux;Ja;GRÂCE-HOLLOGNE;Luik
4470;SAINT-GEORGES-SUR-MEUSE;Neen;SAINT-GEORGES-SUR-MEUSE;Luik
4480;Clermont-Sous-Huy;Ja;ENGIS;Luik
4480;Ehein;Ja;ENGIS;Luik
4480;ENGIS;Neen;ENGIS;Luik
4480;Hermalle-Sous-Huy;Ja;ENGIS;Luik
4500;Ben-Ahin;Ja;HUY;Luik
4500;HUY;Neen;HUY;Luik
4500;Tihange;Ja;HUY;Luik
4520;Antheit;Ja;WANZE;Luik
4520;Bas-Oha;Ja;WANZE;Luik
4520;Huccorgne;Ja;WANZE;Luik
4520;Moha;Ja;WANZE;Luik
4520;Vinalmont;Ja;WANZE;Luik
4520;WANZE;Neen;WANZE;Luik
4530;Fize-Fontaine;Ja;VILLERS-LE-BOUILLET;Luik
4530;Vaux-Et-Borset;Ja;VILLERS-LE-BOUILLET;Luik
4530;Vieux-Waleffe;Ja;VILLERS-LE-BOUILLET;Luik
4530;VILLERS-LE-BOUILLET;Neen;VILLERS-LE-BOUILLET;Luik
4530;Warnant-Dreye;Ja;VILLERS-LE-BOUILLET;Luik
4537;Bodegnée;Ja;VERLAINE;Luik
4537;Chapon-Seraing;Ja;VERLAINE;Luik
4537;Seraing-Le-Château;Ja;VERLAINE;Luik
4537;VERLAINE;Neen;VERLAINE;Luik
4540;AMAY;Neen;AMAY;Luik
4540;Ampsin;Ja;AMAY;Luik
4540;Flône;Ja;AMAY;Luik
4540;Jehay;Ja;AMAY;Luik
4540;Ombret;Ja;AMAY;Luik
4550;NANDRIN;Neen;NANDRIN;Luik
4550;Saint-Séverin;Ja;NANDRIN;Luik
4550;Villers-Le-Temple;Ja;NANDRIN;Luik
4550;Yernée-Fraineux;Ja;NANDRIN;Luik
4557;Abée;Ja;TINLOT;Luik
4557;Fraiture;Ja;TINLOT;Luik
4557;Ramelot;Ja;TINLOT;Luik
4557;Seny;Ja;TINLOT;Luik
4557;Soheit-Tinlot;Ja;TINLOT;Luik
4557;TINLOT;Neen;TINLOT;Luik
4560;Bois-Et-Borsu;Ja;CLAVIER;Luik
4560;CLAVIER;Neen;CLAVIER;Luik
4560;Les Avins;Ja;CLAVIER;Luik
4560;Ocquier;Ja;CLAVIER;Luik
4560;Pailhe;Ja;CLAVIER;Luik
4560;Terwagne;Ja;CLAVIER;Luik
4570;MARCHIN;Neen;MARCHIN;Luik
4570;Vyle-Et-Tharoul;Ja;MARCHIN;Luik
4577;MODAVE;Neen;MODAVE;Luik
4577;Outrelouxhe;Ja;MODAVE;Luik
4577;Strée-Lez-Huy;Ja;MODAVE;Luik
4577;Vierset-Barse;Ja;MODAVE;Luik
4590;Ellemelle;Ja;OUFFET;Luik
4590;OUFFET;Neen;OUFFET;Luik
4590;Warzée;Ja;OUFFET;Luik
4600;Lanaye;Ja;VISÉ;Luik
4600;Lixhe;Ja;VISÉ;Luik
4600;Richelle;Ja;VISÉ;Luik
4600;VISÉ;Neen;VISÉ;Luik
4601;Argenteau;Ja;VISÉ;Luik
4602;Cheratte;Ja;VISÉ;Luik
4606;Saint-André;Ja;DALHEM;Luik
4607;Berneau;Ja;DALHEM;Luik
4607;Bombaye;Ja;DALHEM;Luik
4607;DALHEM;Neen;DALHEM;Luik
4607;Feneur;Ja;DALHEM;Luik
4607;Mortroux;Ja;DALHEM;Luik
4608;Neufchâteau;Ja;DALHEM;Luik
4608;Warsage;Ja;DALHEM;Luik
4610;Bellaire;Ja;BEYNE-HEUSAY;Luik
4610;BEYNE-HEUSAY;Neen;BEYNE-HEUSAY;Luik
4610;Queue-Du-Bois;Ja;BEYNE-HEUSAY;Luik
4620;FLÉRON;Neen;FLÉRON;Luik
4621;Retinne;Ja;FLÉRON;Luik
4623;Magnée;Ja;FLÉRON;Luik
4624;Romsée;Ja;FLÉRON;Luik
4630;Ayeneux;Ja;SOUMAGNE;Luik
4630;Micheroux;Ja;SOUMAGNE;Luik
4630;SOUMAGNE;Neen;SOUMAGNE;Luik
4630;Tignée;Ja;SOUMAGNE;Luik
4631;Evegnée;Ja;SOUMAGNE;Luik
4632;Cérexhe-Heuseux;Ja;SOUMAGNE;Luik
4633;Melen;Ja;SOUMAGNE;Luik
4650;Chaineux;Ja;HERVE;Luik
4650;Grand-Rechain;Ja;HERVE;Luik
4650;HERVE;Neen;HERVE;Luik
4650;Julémont;Ja;HERVE;Luik
4651;Battice;Ja;HERVE;Luik
4652;Xhendelesse;Ja;HERVE;Luik
4653;Bolland;Ja;HERVE;Luik
4654;Charneux;Ja;HERVE;Luik
4670;BLÉGNY;Neen;BLÉGNY;Luik
4670;Mortier;Ja;BLÉGNY;Luik
4670;Trembleur;Ja;BLÉGNY;Luik
4671;Barchon;Ja;BLÉGNY;Luik
4671;Housse;Ja;BLÉGNY;Luik
4671;Saive;Ja;BLÉGNY;Luik
4672;Saint-Remy;Ja;BLÉGNY;Luik
4680;Hermée;Ja;OUPEYE;Luik
4680;OUPEYE;Neen;OUPEYE;Luik
4681;Hermalle-Sous-Argenteau;Ja;OUPEYE;Luik
4682;Heure-Le-Romain;Ja;OUPEYE;Luik
4682;Houtain-Saint-Siméon;Ja;OUPEYE;Luik
4683;Vivegnis;Ja;OUPEYE;Luik
4684;Haccourt;Ja;OUPEYE;Luik
4690;BASSENGE;Neen;BASSENGE;Luik
4690;Boirs;Ja;BASSENGE;Luik
4690;Eben-Emael;Ja;BASSENGE;Luik
4690;Glons;Ja;BASSENGE;Luik
4690;Roclenge-Sur-Geer;Ja;BASSENGE;Luik
4690;Wonck;Ja;BASSENGE;Luik
4700;EUPEN;Neen;EUPEN;Luik
4701;Kettenis;Ja;EUPEN;Luik
4710;LONTZEN;Neen;LONTZEN;Luik
4711;Walhorn;Ja;LONTZEN;Luik
4720;KELMIS;Neen;KELMIS;Luik
4721;Neu-Moresnet;Ja;KELMIS;Luik
4728;Hergenrath;Ja;KELMIS;Luik
4730;Hauset;Ja;RAEREN;Luik
4730;RAEREN;Neen;RAEREN;Luik
4731;Eynatten;Ja;RAEREN;Luik
4750;BUTGENBACH;Neen;BUTGENBACH;Luik
4750;Elsenborn;Ja;BUTGENBACH;Luik
4760;BÜLLINGEN;Neen;BÜLLINGEN;Luik
4760;Manderfeld;Ja;BÜLLINGEN;Luik
4761;Rocherath;Ja;BÜLLINGEN;Luik
4770;AMEL;Neen;AMEL;Luik
4770;Meyerode;Ja;AMEL;Luik
4771;Heppenbach;Ja;AMEL;Luik
4780;Recht;Ja;SANKT-VITH;Luik
4780;SANKT-VITH;Neen;SANKT-VITH;Luik
4782;Schönberg;Ja;SANKT-VITH;Luik
4783;Lommersweiler;Ja;SANKT-VITH;Luik
4784;Crombach;Ja;SANKT-VITH;Luik
4790;BURG-REULAND;Neen;BURG-REULAND;Luik
4790;Reuland;Ja;BURG-REULAND;Luik
4791;Thommen;Ja;BURG-REULAND;Luik
4800;Ensival;Ja;VERVIERS;Luik
4800;Lambermont;Ja;VERVIERS;Luik
4800;Petit-Rechain;Ja;VERVIERS;Luik
4800;Polleur;Ja;VERVIERS;Luik
4800;VERVIERS;Neen;VERVIERS;Luik
4801;Stembert;Ja;VERVIERS;Luik
4802;Heusy;Ja;VERVIERS;Luik
4820;DISON;Neen;DISON;Luik
4821;Andrimont;Ja;DISON;Luik
4830;LIMBOURG;Neen;LIMBOURG;Luik
4831;Bilstain;Ja;LIMBOURG;Luik
4834;Goé;Ja;LIMBOURG;Luik
4837;BAELEN;Neen;BAELEN;Luik
4837;Membach;Ja;BAELEN;Luik
4840;WELKENRAEDT;Neen;WELKENRAEDT;Luik
4841;Henri-Chapelle;Ja;WELKENRAEDT;Luik
4845;JALHAY;Neen;JALHAY;Luik
4845;Sart-Lez-Spa;Ja;JALHAY;Luik
4850;Montzen;Ja;PLOMBIÈRES;Luik
4850;Moresnet;Ja;PLOMBIÈRES;Luik
4850;PLOMBIÈRES;Neen;PLOMBIÈRES;Luik
4851;Gemmenich;Ja;PLOMBIÈRES;Luik
4851;Sippenaeken;Ja;PLOMBIÈRES;Luik
4852;Hombourg;Ja;PLOMBIÈRES;Luik
4860;Cornesse;Ja;PEPINSTER;Luik
4860;PEPINSTER;Neen;PEPINSTER;Luik
4860;Wegnez;Ja;PEPINSTER;Luik
4861;Soiron;Ja;PEPINSTER;Luik
4870;Forêt;Ja;TROOZ;Luik
4870;Fraipont;Ja;TROOZ;Luik
4870;Nessonvaux;Ja;TROOZ;Luik
4870;TROOZ;Neen;TROOZ;Luik
4877;OLNE;Neen;OLNE;Luik
4880;AUBEL;Neen;AUBEL;Luik
4890;Clermont;Ja;THIMISTER-CLERMONT;Luik
4890;Thimister;Ja;THIMISTER-CLERMONT;Luik
4890;THIMISTER-CLERMONT;Neen;THIMISTER-CLERMONT;Luik
4900;SPA;Neen;SPA;Luik
4910;La Reid;Ja;THEUX;Luik
4910;Polleur;Ja;THEUX;Luik
4910;THEUX;Neen;THEUX;Luik
4920;AYWAILLE;Neen;AYWAILLE;Luik
4920;Ernonheid;Ja;AYWAILLE;Luik
4920;Harzé;Ja;AYWAILLE;Luik
4920;Louveigné;Ja;AYWAILLE;Luik
4920;Sougné-Remouchamps;Ja;AYWAILLE;Luik
4950;Faymonville;Ja;WEISMES;Luik
4950;Robertville;Ja;WEISMES;Luik
4950;Sourbrodt;Ja;WEISMES;Luik
4950;WEISMES;Neen;WEISMES;Luik
4960;Bellevaux-Ligneuville;Ja;MALMEDY;Luik
4960;Bevercé;Ja;MALMEDY;Luik
4960;MALMEDY;Neen;MALMEDY;Luik
4970;Francorchamps;Ja;STAVELOT;Luik
4970;STAVELOT;Neen;STAVELOT;Luik
4980;Fosse;Ja;TROIS-PONTS;Luik
4980;TROIS-PONTS;Neen;TROIS-PONTS;Luik
4980;Wanne;Ja;TROIS-PONTS;Luik
4983;Basse-Bodeux;Ja;TROIS-PONTS;Luik
4987;Chevron;Ja;STOUMONT;Luik
4987;La Gleize;Ja;STOUMONT;Luik
4987;Lorcé;Ja;STOUMONT;Luik
4987;Rahier;Ja;STOUMONT;Luik
4987;STOUMONT;Neen;STOUMONT;Luik
4990;Arbrefontaine;Ja;LIERNEUX;Luik
4990;Bra;Ja;LIERNEUX;Luik
4990;LIERNEUX;Neen;LIERNEUX;Luik
5000;Beez;Ja;NAMUR;Namen
5000;NAMUR;Neen;NAMUR;Namen
5001;Belgrade;Ja;NAMUR;Namen
5002;Saint-Servais;Ja;NAMUR;Namen
5003;Saint-Marc;Ja;NAMUR;Namen
5004;Bouge;Ja;NAMUR;Namen
5010;SA SudPresse;;SA SudPresse;
5012;Parlement Wallon;;Parlement Wallon;
5020;Champion;Ja;NAMUR;Namen
5020;Daussoulx;Ja;NAMUR;Namen
5020;Flawinne;Ja;NAMUR;Namen
5020;Malonne;Ja;NAMUR;Namen
5020;Suarlée;Ja;NAMUR;Namen
5020;Temploux;Ja;NAMUR;Namen
5020;Vedrin;Ja;NAMUR;Namen
5021;Boninne;Ja;NAMUR;Namen
5022;Cognelée;Ja;NAMUR;Namen
5024;Gelbressée;Ja;NAMUR;Namen
5024;Marche-Les-Dames;Ja;NAMUR;Namen
5030;Beuzet;Ja;GEMBLOUX;Namen
5030;Ernage;Ja;GEMBLOUX;Namen
5030;GEMBLOUX;Neen;GEMBLOUX;Namen
5030;Grand-Manil;Ja;GEMBLOUX;Namen
5030;Lonzée;Ja;GEMBLOUX;Namen
5030;Sauvenière;Ja;GEMBLOUX;Namen
5031;Grand-Leez;Ja;GEMBLOUX;Namen
5032;Bossière;Ja;GEMBLOUX;Namen
5032;Bothey;Ja;GEMBLOUX;Namen
5032;Corroy-Le-Château;Ja;GEMBLOUX;Namen
5032;Isnes;Ja;GEMBLOUX;Namen
5032;Mazy;Ja;GEMBLOUX;Namen
5060;Arsimont;Ja;SAMBREVILLE;Namen
5060;Auvelais;Ja;SAMBREVILLE;Namen
5060;Falisolle;Ja;SAMBREVILLE;Namen
5060;Keumiée;Ja;SAMBREVILLE;Namen
5060;Moignelée;Ja;SAMBREVILLE;Namen
5060;SAMBREVILLE;Neen;SAMBREVILLE;Namen
5060;Tamines;Ja;SAMBREVILLE;Namen
5060;Velaine-Sur-Sambre;Ja;SAMBREVILLE;Namen
5070;Aisemont;Ja;FOSSES-LA-VILLE;Namen
5070;FOSSES-LA-VILLE;Neen;FOSSES-LA-VILLE;Namen
5070;Le Roux;Ja;FOSSES-LA-VILLE;Namen
5070;Sart-Eustache;Ja;FOSSES-LA-VILLE;Namen
5070;Sart-Saint-Laurent;Ja;FOSSES-LA-VILLE;Namen
5070;Vitrival;Ja;FOSSES-LA-VILLE;Namen
5080;Emines;Ja;LA BRUYÈRE;Namen
5080;LA BRUYÈRE;Neen;LA BRUYÈRE;Namen
5080;Rhisnes;Ja;LA BRUYÈRE;Namen
5080;Villers-Lez-Heest;Ja;LA BRUYÈRE;Namen
5080;Warisoulx;Ja;LA BRUYÈRE;Namen
5081;Bovesse;Ja;LA BRUYÈRE;Namen
5081;Meux;Ja;LA BRUYÈRE;Namen
5081;Saint-Denis-Bovesse;Ja;LA BRUYÈRE;Namen
5100;Dave;Ja;NAMUR;Namen
5100;Jambes;Ja;NAMUR;Namen
5100;Naninne;Ja;NAMUR;Namen
5100;Wépion;Ja;NAMUR;Namen
5100;Wierde;Ja;NAMUR;Namen
5101;Erpent;Ja;NAMUR;Namen
5101;Lives-Sur-Meuse;Ja;NAMUR;Namen
5101;Loyers;Ja;NAMUR;Namen
5140;Boignée;Ja;SOMBREFFE;Namen
5140;Ligny;Ja;SOMBREFFE;Namen
5140;SOMBREFFE;Neen;SOMBREFFE;Namen
5140;Tongrinne;Ja;SOMBREFFE;Namen
5150;FLOREFFE;Neen;FLOREFFE;Namen
5150;Floriffoux;Ja;FLOREFFE;Namen
5150;Franière;Ja;FLOREFFE;Namen
5150;Soye;Ja;FLOREFFE;Namen
5170;Arbre;Ja;PROFONDEVILLE;Namen
5170;Bois-De-Villers;Ja;PROFONDEVILLE;Namen
5170;Lesve;Ja;PROFONDEVILLE;Namen
5170;Lustin;Ja;PROFONDEVILLE;Namen
5170;PROFONDEVILLE;Neen;PROFONDEVILLE;Namen
5170;Rivière;Ja;PROFONDEVILLE;Namen
5190;Balâtre;Ja;JEMEPPE-SUR-SAMBRE;Namen
5190;Ham-Sur-Sambre;Ja;JEMEPPE-SUR-SAMBRE;Namen
5190;JEMEPPE-SUR-SAMBRE;Neen;JEMEPPE-SUR-SAMBRE;Namen
5190;Mornimont;Ja;JEMEPPE-SUR-SAMBRE;Namen
5190;Moustier-Sur-Sambre;Ja;JEMEPPE-SUR-SAMBRE;Namen
5190;Onoz;Ja;JEMEPPE-SUR-SAMBRE;Namen
5190;Saint-Martin;Ja;JEMEPPE-SUR-SAMBRE;Namen
5190;Spy;Ja;JEMEPPE-SUR-SAMBRE;Namen
5300;ANDENNE;Neen;ANDENNE;Namen
5300;Bonneville;Ja;ANDENNE;Namen
5300;Coutisse;Ja;ANDENNE;Namen
5300;Landenne;Ja;ANDENNE;Namen
5300;Maizeret;Ja;ANDENNE;Namen
5300;Namêche;Ja;ANDENNE;Namen
5300;Sclayn;Ja;ANDENNE;Namen
5300;Seilles;Ja;ANDENNE;Namen
5300;Thon;Ja;ANDENNE;Namen
5300;Vezin;Ja;ANDENNE;Namen
5310;Aische-En-Refail;Ja;EGHEZÉE;Namen
5310;Bolinne;Ja;EGHEZÉE;Namen
5310;Boneffe;Ja;EGHEZÉE;Namen
5310;Branchon;Ja;EGHEZÉE;Namen
5310;Dhuy;Ja;EGHEZÉE;Namen
5310;EGHEZÉE;Neen;EGHEZÉE;Namen
5310;Hanret;Ja;EGHEZÉE;Namen
5310;Leuze;Ja;EGHEZÉE;Namen
5310;Liernu;Ja;EGHEZÉE;Namen
5310;Longchamps;Ja;EGHEZÉE;Namen
5310;Mehaigne;Ja;EGHEZÉE;Namen
5310;Noville-Sur-Mehaigne;Ja;EGHEZÉE;Namen
5310;Saint-Germain;Ja;EGHEZÉE;Namen
5310;Taviers;Ja;EGHEZÉE;Namen
5310;Upigny;Ja;EGHEZÉE;Namen
5310;Waret-La-Chaussée;Ja;EGHEZÉE;Namen
5330;ASSESSE;Neen;ASSESSE;Namen
5330;Maillen;Ja;ASSESSE;Namen
5330;Sart-Bernard;Ja;ASSESSE;Namen
5332;Crupet;Ja;ASSESSE;Namen
5333;Sorinne-La-Longue;Ja;ASSESSE;Namen
5334;Florée;Ja;ASSESSE;Namen
5336;Courrière;Ja;ASSESSE;Namen
5340;Faulx-Les-Tombes;Ja;GESVES;Namen
5340;GESVES;Neen;GESVES;Namen
5340;Haltinne;Ja;GESVES;Namen
5340;Mozet;Ja;GESVES;Namen
5340;Sorée;Ja;GESVES;Namen
5350;Evelette;Ja;OHEY;Namen
5350;OHEY;Neen;OHEY;Namen
5351;Haillot;Ja;OHEY;Namen
5352;Perwez-Haillot;Ja;OHEY;Namen
5353;Goesnes;Ja;OHEY;Namen
5354;Jallet;Ja;OHEY;Namen
5360;HAMOIS;Neen;HAMOIS;Namen
5360;Natoye;Ja;HAMOIS;Namen
5361;Mohiville;Ja;HAMOIS;Namen
5361;Scy;Ja;HAMOIS;Namen
5362;Achet;Ja;HAMOIS;Namen
5363;Emptinne;Ja;HAMOIS;Namen
5364;Schaltin;Ja;HAMOIS;Namen
5370;Barvaux-Condroz;Ja;HAVELANGE;Namen
5370;Flostoy;Ja;HAVELANGE;Namen
5370;HAVELANGE;Neen;HAVELANGE;Namen
5370;Jeneffe;Ja;HAVELANGE;Namen
5370;Porcheresse;Ja;HAVELANGE;Namen
5370;Verlée;Ja;HAVELANGE;Namen
5372;Méan;Ja;HAVELANGE;Namen
5374;Maffe;Ja;HAVELANGE;Namen
5376;Miécret;Ja;HAVELANGE;Namen
5377;Baillonville;Ja;SOMME-LEUZE;Namen
5377;Bonsin;Ja;SOMME-LEUZE;Namen
5377;Heure;Ja;SOMME-LEUZE;Namen
5377;Hogne;Ja;SOMME-LEUZE;Namen
5377;Nettinne;Ja;SOMME-LEUZE;Namen
5377;Noiseux;Ja;SOMME-LEUZE;Namen
5377;Sinsin;Ja;SOMME-LEUZE;Namen
5377;SOMME-LEUZE;Neen;SOMME-LEUZE;Namen
5377;Waillet;Ja;SOMME-LEUZE;Namen
5380;Bierwart;Ja;FERNELMONT;Namen
5380;Cortil-Wodon;Ja;FERNELMONT;Namen
5380;FERNELMONT;Neen;FERNELMONT;Namen
5380;Forville;Ja;FERNELMONT;Namen
5380;Franc-Waret;Ja;FERNELMONT;Namen
5380;Hemptinne;Ja;FERNELMONT;Namen
5380;Hingeon;Ja;FERNELMONT;Namen
5380;Marchovelette;Ja;FERNELMONT;Namen
5380;Noville-Les-Bois;Ja;FERNELMONT;Namen
5380;Pontillas;Ja;FERNELMONT;Namen
5380;Tillier;Ja;FERNELMONT;Namen
5500;Anseremme;Ja;DINANT;Namen
5500;Bouvignes-Sur-Meuse;Ja;DINANT;Namen
5500;DINANT;Neen;DINANT;Namen
5500;Dréhance;Ja;DINANT;Namen
5500;Falmagne;Ja;DINANT;Namen
5500;Falmignoul;Ja;DINANT;Namen
5500;Furfooz;Ja;DINANT;Namen
5501;Lisogne;Ja;DINANT;Namen
5502;Thynes;Ja;DINANT;Namen
5503;Sorinnes;Ja;DINANT;Namen
5504;Foy-Notre-Dame;Ja;DINANT;Namen
5520;Anthée;Ja;ONHAYE;Namen
5520;ONHAYE;Neen;ONHAYE;Namen
5521;Serville;Ja;ONHAYE;Namen
5522;Falaën;Ja;ONHAYE;Namen
5523;Sommière;Ja;ONHAYE;Namen
5523;Weillen;Ja;ONHAYE;Namen
5524;Gérin;Ja;ONHAYE;Namen
5530;Dorinne;Ja;YVOIR;Namen
5530;Durnal;Ja;YVOIR;Namen
5530;Evrehailles;Ja;YVOIR;Namen
5530;Godinne;Ja;YVOIR;Namen
5530;Houx;Ja;YVOIR;Namen
5530;Mont;Ja;YVOIR;Namen
5530;Purnode;Ja;YVOIR;Namen
5530;Spontin;Ja;YVOIR;Namen
5530;YVOIR;Neen;YVOIR;Namen
5537;ANHÉE;Neen;ANHÉE;Namen
5537;Annevoie-Rouillon;Ja;ANHÉE;Namen
5537;Bioul;Ja;ANHÉE;Namen
5537;Denée;Ja;ANHÉE;Namen
5537;Haut-Le-Wastia;Ja;ANHÉE;Namen
5537;Sosoye;Ja;ANHÉE;Namen
5537;Warnant;Ja;ANHÉE;Namen
5540;HASTIÈRE;Neen;HASTIÈRE;Namen
5540;Hastière-Lavaux;Ja;HASTIÈRE;Namen
5540;Hermeton-Sur-Meuse;Ja;HASTIÈRE;Namen
5540;Waulsort;Ja;HASTIÈRE;Namen
5541;Hastière-Par-Delà;Ja;HASTIÈRE;Namen
5542;Blaimont;Ja;HASTIÈRE;Namen
5543;Heer;Ja;HASTIÈRE;Namen
5544;Agimont;Ja;HASTIÈRE;Namen
5550;Alle;Ja;VRESSE-SUR-SEMOIS;Namen
5550;Bagimont;Ja;VRESSE-SUR-SEMOIS;Namen
5550;Bohan;Ja;VRESSE-SUR-SEMOIS;Namen
5550;Chairière;Ja;VRESSE-SUR-SEMOIS;Namen
5550;Laforêt;Ja;VRESSE-SUR-SEMOIS;Namen
5550;Membre;Ja;VRESSE-SUR-SEMOIS;Namen
5550;Mouzaive;Ja;VRESSE-SUR-SEMOIS;Namen
5550;Nafraiture;Ja;VRESSE-SUR-SEMOIS;Namen
5550;Orchimont;Ja;VRESSE-SUR-SEMOIS;Namen
5550;Pussemange;Ja;VRESSE-SUR-SEMOIS;Namen
5550;Sugny;Ja;VRESSE-SUR-SEMOIS;Namen
5550;VRESSE-SUR-SEMOIS;Neen;VRESSE-SUR-SEMOIS;Namen
5555;Baillamont;Ja;BIÈVRE;Namen
5555;Bellefontaine;Ja;BIÈVRE;Namen
5555;BIÈVRE;Neen;BIÈVRE;Namen
5555;Cornimont;Ja;BIÈVRE;Namen
5555;Graide;Ja;BIÈVRE;Namen
5555;Gros-Fays;Ja;BIÈVRE;Namen
5555;Monceau-En-Ardenne;Ja;BIÈVRE;Namen
5555;Naomé;Ja;BIÈVRE;Namen
5555;Oizy;Ja;BIÈVRE;Namen
5555;Petit-Fays;Ja;BIÈVRE;Namen
5560;Ciergnon;Ja;HOUYET;Namen
5560;Finnevaux;Ja;HOUYET;Namen
5560;HOUYET;Neen;HOUYET;Namen
5560;Hulsonniaux;Ja;HOUYET;Namen
5560;Mesnil-Eglise;Ja;HOUYET;Namen
5560;Mesnil-Saint-Blaise;Ja;HOUYET;Namen
5561;Celles;Ja;HOUYET;Namen
5562;Custinne;Ja;HOUYET;Namen
5563;Hour;Ja;HOUYET;Namen
5564;Wanlin;Ja;HOUYET;Namen
5570;Baronville;Ja;BEAURAING;Namen
5570;BEAURAING;Neen;BEAURAING;Namen
5570;Dion;Ja;BEAURAING;Namen
5570;Felenne;Ja;BEAURAING;Namen
5570;Feschaux;Ja;BEAURAING;Namen
5570;Honnay;Ja;BEAURAING;Namen
5570;Javingue;Ja;BEAURAING;Namen
5570;Vonêche;Ja;BEAURAING;Namen
5570;Wancennes;Ja;BEAURAING;Namen
5570;Winenne;Ja;BEAURAING;Namen
5571;Wiesme;Ja;BEAURAING;Namen
5572;Focant;Ja;BEAURAING;Namen
5573;Martouzin-Neuville;Ja;BEAURAING;Namen
5574;Pondrôme;Ja;BEAURAING;Namen
5575;Bourseigne-Neuve;Ja;GEDINNE;Namen
5575;Bourseigne-Vieille;Ja;GEDINNE;Namen
5575;GEDINNE;Neen;GEDINNE;Namen
5575;Houdremont;Ja;GEDINNE;Namen
5575;Louette-Saint-Denis;Ja;GEDINNE;Namen
5575;Louette-Saint-Pierre;Ja;GEDINNE;Namen
5575;Malvoisin;Ja;GEDINNE;Namen
5575;Patignies;Ja;GEDINNE;Namen
5575;Rienne;Ja;GEDINNE;Namen
5575;Sart-Custinne;Ja;GEDINNE;Namen
5575;Vencimont;Ja;GEDINNE;Namen
5575;Willerzie;Ja;GEDINNE;Namen
5576;Froidfontaine;Ja;BEAURAING;Namen
5580;Ave-Et-Auffe;Ja;ROCHEFORT;Namen
5580;Buissonville;Ja;ROCHEFORT;Namen
5580;Eprave;Ja;ROCHEFORT;Namen
5580;Han-Sur-Lesse;Ja;ROCHEFORT;Namen
5580;Jemelle;Ja;ROCHEFORT;Namen
5580;Lavaux-Sainte-Anne;Ja;ROCHEFORT;Namen
5580;Lessive;Ja;ROCHEFORT;Namen
5580;Mont-Gauthier;Ja;ROCHEFORT;Namen
5580;ROCHEFORT;Neen;ROCHEFORT;Namen
5580;Villers-Sur-Lesse;Ja;ROCHEFORT;Namen
5580;Wavreille;Ja;ROCHEFORT;Namen
5589;Jemelle;;Jemelle;
5590;Achêne;Ja;CINEY;Namen
5590;Braibant;Ja;CINEY;Namen
5590;Chevetogne;Ja;CINEY;Namen
5590;CINEY;Neen;CINEY;Namen
5590;Conneux;Ja;CINEY;Namen
5590;Haversin;Ja;CINEY;Namen
5590;Leignon;Ja;CINEY;Namen
5590;Pessoux;Ja;CINEY;Namen
5590;Serinchamps;Ja;CINEY;Namen
5590;Sovet;Ja;CINEY;Namen
5600;Fagnolle;Ja;PHILIPPEVILLE;Namen
